LEAID	PCT_BACH	PCT_ADVC	P_EX_1_5	P_EX6_10	P_EX1120	P_EX2130	P_EXGT30	M_EXP	MBSAL1_5	MBSAL610	MBSA1120	MBSA2130	MBSAGT30	M_BSAL
2905190	83.3	-1.0	25.0	41.7	-1.0	-1.0	0.0	10	27117	30602	-1	-1	-2	30580
2905250	75.5	24.5	26.5	36.7	16.3	18.4	-1.0	11	27091	29274	31786	33526	-1	30072
2905280	54.0	46.0	26.0	26.0	32.0	12.0	-1.0	12	25038	29615	31618	35167	-1	30008
2905310	36.0	63.8	27.8	22.3	25.8	20.2	4.0	13	34225	39496	47060	56355	58407	44136
2905370	53.9	46.1	28.9	20.0	31.7	16.7	2.8	12	30523	35361	39281	43690	42460	36790
2905400	80.0	-1.0	-1.0	60.0	0.0	-1.0	0.0	11	-1	24560	-2	-1	-2	25720
2905430	59.8	33.6	29.0	26.6	26.2	16.4	1.9	11	30511	33801	38519	43192	43493	35800
2905580	44.9	53.3	15.0	28.0	29.9	21.5	5.6	15	30506	35050	38264	41351	41031	37022
2905610	60.0	30.0	-1.0	60.0	-1.0	-1.0	0.0	12	-1	26307	-1	-1	-2	27534
2905640	71.0	29.0	36.2	31.9	18.8	11.6	-1.0	10	31388	34420	36921	41613	-1	34714
2905660	70.0	30.0	17.8	23.3	26.7	31.1	-1.0	15	27845	29740	32848	36665	-1	32536
2905700	75.0	25.0	30.0	30.0	25.0	-1.0	-1.0	11	21167	22750	26520	-1	-1	24001
2905730	50.0	50.0	22.2	33.3	16.7	22.2	-1.0	13	29457	31967	34845	36360	-1	33221
2905760	51.7	48.3	23.2	22.3	35.5	16.1	2.8	13	30644	33400	36498	42101	45523	35608
2905790	38.9	61.1	33.3	27.8	27.8	-1.0	-1.0	11	25711	25510	29297	-1	-1	27132
2905820	60.9	39.1	39.1	30.4	13.0	17.4	0.0	9	28333	30886	31433	32650	-2	30265
2905850	90.0	-1.0	60.0	30.0	0.0	-1.0	0.0	6	23900	25400	-2	-1	-2	24930
2905880	17.6	82.4	13.7	29.4	35.3	15.7	5.9	14	41257	46063	61149	70790	77523	56457
2905910	63.2	36.8	31.6	21.1	26.3	21.1	0.0	11	22350	25767	28200	30150	-2	26251
2905940	55.8	41.1	14.7	18.9	29.5	30.5	6.3	16	26741	31647	36356	37711	37250	34517
2906000	43.8	56.3	-1.0	37.5	31.3	18.8	0.0	13	-1	28603	31730	36587	-2	30525
2906030	81.3	18.8	18.8	-1.0	56.3	-1.0	-1.0	15	27603	-1	32830	-1	-1	31574
2906090	57.1	35.7	21.4	-1.0	57.1	-1.0	0.0	13	23917	-1	29132	-1	-2	28673
2906120	54.2	36.8	28.5	23.6	33.3	13.2	-1.0	11	29326	32256	34741	40729	-1	33497
2906150	64.7	35.3	35.3	35.3	17.6	-1.0	-1.0	10	26302	28607	30883	-1	-1	28433
2906170	85.7	14.3	47.6	19.0	14.3	14.3	-1.0	10	27110	30675	30700	38487	-1	30376
2906360	33.3	65.4	16.7	28.2	32.1	19.2	3.8	14	30186	33434	36316	41760	46450	35918
2906430	53.6	44.6	21.4	19.6	30.4	23.2	5.4	15	25941	28589	34584	36717	37878	32226
2906450	44.4	55.6	33.3	0.0	33.3	-1.0	-1.0	14	22933	-2	28067	-1	-1	27000
2906480	60.0	40.0	26.7	-1.0	40.0	-1.0	-1.0	13	26050	-1	30833	-1	-1	29363
2906510	60.9	39.1	23.0	14.9	28.7	26.4	6.9	15	28165	31891	35051	37263	40043	33925
2906540	100.0	0.0	83.3	0.0	-1.0	0.0	0.0	4	24780	-2	-1	-2	-2	25067
2906990	46.0	51.3	17.7	21.1	37.7	20.4	3.0	14	32364	35403	39738	44820	44814	38703
2907020	67.9	32.1	24.8	20.2	33.9	16.5	4.6	13	30292	32029	37105	40867	42755	35273
2907050	51.2	48.8	7.3	14.6	43.9	29.3	-1.0	17	27600	32811	35058	38422	-1	35417
2907080	48.9	51.1	20.0	28.9	35.6	8.9	6.7	13	24667	28481	31528	40638	36967	30448
2907120	52.4	45.6	19.7	20.4	32.7	23.8	3.4	14	26525	31430	37117	43290	44795	35598
2907320	56.0	44.0	24.0	24.0	36.0	12.0	-1.0	13	29725	34100	35650	38175	-1	34189
2907350	54.7	45.3	20.0	32.1	32.6	14.2	-1.0	12	28954	33552	38200	42019	-1	35472
2907380	46.7	50.0	35.0	15.0	20.0	25.0	5.0	14	29061	30434	34683	36496	36333	32613
2907460	52.6	44.8	33.0	22.2	24.3	18.3	2.2	11	29394	33218	37158	41436	42564	34618
2907470	53.3	46.7	28.0	25.2	18.7	23.4	4.7	13	33253	35726	39180	41540	43860	37417
2908170	46.5	53.5	25.7	23.8	27.7	19.8	3.0	13	29431	32832	35382	40059	42233	34374
2908250	37.1	62.9	27.4	25.8	24.2	18.8	3.8	12	34052	40541	48741	52956	55376	43640
2908320	72.2	27.8	36.1	25.0	27.8	-1.0	8.3	11	25577	28883	31327	-1	35217	28892
2908340	50.0	50.0	-1.0	50.0	-1.0	-1.0	0.0	10	-1	26478	-1	-1	-2	25954
2908370	40.6	59.4	29.6	27.8	29.6	11.0	2.0	11	32177	36341	46153	61421	63115	41292
2908400	52.8	47.2	21.3	14.6	32.6	25.8	5.6	15	28538	31134	34674	38161	40562	34079
2908430	77.8	22.2	66.7	-1.0	22.2	-1.0	0.0	7	26087	-1	31345	-1	-2	27871
2908460	42.9	57.1	40.0	8.6	31.4	17.1	-1.0	12	27048	29975	33605	36921	-1	31421
2908490	72.2	27.8	27.8	-1.0	-1.0	44.4	-1.0	16	22878	-1	-1	31663	-1	28452
2908670	71.6	28.4	29.6	12.3	17.3	34.6	6.2	15	28892	34545	38513	39978	39605	35746
2908730	85.7	-1.0	64.3	-1.0	-1.0	-1.0	0.0	7	23495	-1	-1	-1	-2	26583
2908760	21.5	72.6	12.6	20.7	30.4	31.9	4.4	16	29875	34593	39115	44055	43425	38779
2908790	75.0	-1.0	-1.0	37.5	50.0	0.0	0.0	11	-1	27667	28075	-2	-2	27638
2909090	58.3	41.7	-1.0	25.0	33.3	25.0	0.0	13	-1	26575	28665	30862	-2	27860
2909120	78.6	21.4	39.3	21.4	17.9	-1.0	14.3	11	27866	29269	31191	-1	34534	30102
2909720	18.0	82.0	17.0	19.9	26.2	30.1	6.8	16	41860	54559	65553	73900	78367	62722
2909750	53.8	46.2	16.7	28.2	32.1	21.8	-1.0	13	26272	29796	32684	37667	-1	31986
2909780	75.0	25.0	38.6	20.5	20.5	20.5	0.0	11	24980	27363	32132	35047	-2	28989
2909810	90.0	-1.0	50.0	30.0	-1.0	-1.0	0.0	8	26410	30335	-1	-1	-2	28486
2909860	32.8	61.3	16.1	24.1	41.6	16.8	-1.0	14	29827	34419	38054	43513	-1	36895
2909900	51.3	48.7	20.5	33.3	25.6	12.8	7.7	13	30040	32784	37154	38877	43254	34928
2909930	46.7	53.3	22.2	22.2	44.4	8.9	-1.0	11	27088	31596	32153	35398	-1	31170
2910020	69.6	30.4	26.1	17.4	17.4	34.8	-1.0	15	27023	29272	31213	32908	-1	30580
2910080	67.7	32.3	41.9	32.3	22.6	-1.0	0.0	8	27692	29485	31543	-1	-2	29171
2910110	51.2	48.8	23.3	18.6	39.5	16.3	-1.0	13	29370	31934	35656	37047	-1	33824
2910140	91.7	-1.0	25.0	-1.0	33.3	25.0	0.0	13	28817	-1	31713	32567	-2	31275
2910200	83.3	16.7	27.8	27.8	16.7	22.2	-1.0	13	23150	27677	27454	28673	-1	26521
2910230	85.7	-1.0	57.1	-1.0	0.0	-1.0	-1.0	11	25475	-1	-2	-1	-1	26457
2910260	76.9	23.1	23.1	23.1	-1.0	30.8	-1.0	15	23336	23758	-1	27118	-1	25225
2910290	66.7	33.3	46.7	20.0	24.4	-1.0	-1.0	9	27161	30658	33870	-1	-1	30657
2910320	69.1	30.9	30.9	20.0	36.4	10.9	-1.0	11	28181	30802	33520	35197	-1	31490
2910350	80.6	19.4	36.1	19.4	22.2	16.7	-1.0	12	25391	28378	30577	34820	-1	29288
2910380	54.8	45.2	45.2	33.3	14.3	-1.0	-1.0	8	27830	32838	38217	-1	-1	32349
2910410	72.9	27.1	36.5	25.9	20.0	14.1	3.5	11	29524	33325	36454	42968	42606	34253
2910440	75.0	25.0	56.3	-1.0	37.5	0.0	0.0	8	22950	-1	28534	-2	-2	25161
2910470	-1.0	75.0	-1.0	75.0	0.0	0.0	0.0	7	-1	29867	-2	-2	-2	28800
2910500	54.9	44.4	26.5	21.6	26.5	21.6	3.7	13	31449	37149	44990	53779	56829	42039
2910520	53.3	46.7	13.3	36.7	26.7	20.0	-1.0	13	26174	31908	31291	35483	-1	32267
2910590	64.5	35.5	38.7	12.9	41.9	-1.0	0.0	10	27567	31400	33162	-1	-2	31061
2910620	57.1	42.9	28.6	23.8	19.0	14.3	14.3	14	29100	31840	36450	40933	42600	34771
2910650	71.4	28.6	28.6	28.6	28.6	14.3	0.0	10	25000	29333	31333	36667	-2	29714
2910710	90.5	-1.0	52.4	33.3	-1.0	-1.0	0.0	7	27032	30282	-1	-1	-2	29311
2910770	41.7	58.3	20.5	19.7	33.1	24.4	2.4	14	29086	32756	36649	41785	43826	35757
2910800	62.5	37.5	41.7	29.2	16.7	12.5	0.0	9	25698	29399	30438	34960	-2	28725
2910830	54.3	45.7	28.6	14.3	37.1	14.3	5.7	13	26809	30753	36889	41171	40808	33968
2910920	40.6	54.7	22.6	18.9	34.0	19.8	4.7	14	27489	30670	33363	37509	40200	32669
2910950	66.7	33.3	60.0	20.0	20.0	0.0	0.0	7	22769	24583	28417	-2	-2	24262
2911010	100.0	0.0	50.0	-1.0	30.0	0.0	0.0	7	23800	-1	27667	-2	-2	25000
2911040	87.5	-1.0	50.0	37.5	-1.0	0.0	0.0	6	20550	23800	-1	-2	-2	22000
2911070	78.6	21.4	32.1	17.9	32.1	14.3	-1.0	11	29338	31250	35894	38738	-1	33575
2911100	66.0	34.0	34.0	26.4	20.8	17.0	-1.0	11	24902	28343	31465	36059	-1	29241
2911160	78.6	21.4	50.0	21.4	-1.0	-1.0	0.0	9	30400	33892	-1	-1	-2	32718
2911220	71.2	28.8	30.3	22.7	19.7	21.2	6.1	13	26813	32491	34808	36768	39563	32562
2911250	58.0	42.0	32.0	18.0	26.0	22.0	-1.0	12	29427	32042	35817	40566	-1	34349
2911280	62.5	37.5	40.0	12.5	32.5	12.5	-1.0	11	24522	26200	29709	31690	-1	27463
2911310	59.1	40.9	26.1	19.3	26.1	27.3	-1.0	13	27986	30702	33353	36627	-1	32425
2911340	56.0	40.3	27.6	20.1	32.8	17.9	-1.0	12	28178	32079	35271	40288	-1	33703
2911400	70.5	29.5	40.9	15.9	20.5	18.2	-1.0	12	27449	32126	33922	40024	-1	32391
2911450	58.8	41.2	35.3	-1.0	35.3	-1.0	-1.0	12	22514	-1	25773	-1	-1	25475
2911550	77.4	22.6	34.0	24.5	17.0	22.6	-1.0	12	27567	29246	31813	34196	-1	30400
2911580	100.0	0.0	54.5	-1.0	27.3	0.0	0.0	6	23542	-1	25083	-2	-2	24091
2911650	41.7	55.9	34.3	25.0	19.1	18.1	3.4	12	32984	36958	40902	47309	46911	38567
2911670	78.9	21.1	68.4	15.8	15.8	0.0	0.0	5	26218	28467	29000	-2	-2	27012
2911700	69.0	31.0	43.7	16.9	18.3	16.9	4.2	11	28185	31049	33794	36019	38050	31437
2911730	69.2	30.8	50.0	23.1	15.4	11.5	0.0	8	23066	25861	34591	36825	-2	27072
2911760	78.6	21.4	28.6	-1.0	50.0	0.0	-1.0	12	25391	-1	30192	-2	-1	28827
2911850	48.9	51.1	33.3	26.7	28.9	11.1	0.0	10	26686	31583	37553	42610	-2	32901
2911910	40.5	59.0	23.8	22.9	33.5	17.6	2.2	13	32638	38727	43810	50736	46885	41276
2911940	77.1	22.9	35.4	16.7	18.8	22.9	6.3	13	27700	29619	32961	36495	38200	31678
2911990	45.1	54.9	21.6	29.4	25.5	21.6	-1.0	13	28066	30508	33963	37177	-1	32470
2912010	40.2	59.7	22.5	27.5	24.9	17.4	7.6	14	38541	47115	54526	63037	69522	51518
2912030	51.6	48.4	37.4	21.9	27.1	11.0	2.6	11	32404	37540	46039	57427	64038	40786
2912180	65.7	34.3	37.1	22.9	14.3	25.7	0.0	11	26782	28868	30316	36173	-2	30179
2912240	44.9	55.1	23.2	23.2	34.8	14.5	4.3	13	28789	32190	34369	40113	42108	33739
2912290	36.5	62.3	23.8	26.1	24.9	21.7	3.5	13	34213	40219	46639	55914	55634	44340
2912300	33.4	66.6	25.8	29.3	34.4	7.8	2.8	11	34998	43373	55000	64648	67555	47539
2912450	35.3	64.7	35.3	23.5	29.4	-1.0	0.0	10	29983	34550	35700	-1	-2	33835
2912480	71.4	-1.0	71.4	-1.0	-1.0	0.0	0.0	5	25208	-1	-1	-2	-2	26134
2912510	73.3	26.7	26.7	20.0	26.7	26.7	0.0	13	25400	28067	29450	31450	-2	28627
2912540	58.7	41.3	23.1	23.1	35.5	14.0	4.1	13	27677	32816	37123	44097	44480	35224
2912550	60.4	39.6	30.9	28.2	24.2	15.4	-1.0	11	29649	32424	35989	41471	-1	33941
2912600	57.4	40.7	44.4	18.5	18.5	18.5	0.0	10	23870	27601	31320	36015	-2	28189
2912630	66.7	33.3	33.3	25.6	23.1	15.4	-1.0	11	25350	26304	29317	35071	-1	28275
2912660	58.7	41.3	19.6	10.9	34.8	34.8	0.0	16	28232	31402	33396	36301	-2	33179
2912690	78.6	21.4	28.6	-1.0	21.4	35.7	0.0	13	23497	-1	27511	31285	-2	27596
2912720	80.0	-1.0	70.0	0.0	-1.0	-1.0	0.0	7	24400	-2	-1	-1	-2	26200
2912780	75.0	25.0	37.5	25.0	33.3	-1.0	0.0	9	26875	30262	31178	-1	-2	29326
2912840	-1.0	-1.0	-1.0	-1.0	0.0	0.0	0.0	5	-1	-1	-2	-2	-2	26400
2912870	90.0	-1.0	70.0	-1.0	-1.0	0.0	0.0	5	22294	-1	-1	-2	-2	23223
2912900	66.7	33.3	14.3	23.8	14.3	38.1	-1.0	17	23560	26818	30736	34280	-1	30559
2912930	64.7	35.3	29.4	29.4	29.4	-1.0	0.0	9	26480	28360	30320	-1	-2	28794
2913020	37.5	62.5	-1.0	-1.0	-1.0	-1.0	0.0	11	-1	-1	-1	-1	-2	29271
2913080	55.9	44.1	35.4	28.0	27.3	9.3	0.0	9	32148	37845	42129	47953	-2	37940
2913140	37.9	62.1	24.1	18.3	27.9	20.3	9.3	15	36335	43970	50121	57063	55985	47628
2913170	46.9	53.1	32.7	24.5	28.6	12.2	-1.0	11	28241	31275	35879	38308	-1	32651
2913230	50.0	50.0	38.5	30.8	-1.0	23.1	0.0	11	27445	30856	-1	36475	-2	31361
2913260	92.3	-1.0	30.8	-1.0	30.8	-1.0	-1.0	14	26600	-1	33050	-1	-1	31108
2913290	66.7	33.3	16.7	25.0	29.2	29.2	0.0	14	28184	27670	31341	33057	-2	30398
2913320	69.2	30.8	15.4	-1.0	53.8	23.1	0.0	15	24250	-1	28101	30367	-2	27831
2913380	69.2	30.8	17.9	38.5	25.6	10.3	7.7	13	26883	28935	33408	34930	36790	30933
2913440	50.0	50.0	0.0	50.0	-1.0	-1.0	-1.0	18	-2	26019	-1	-1	-1	27270
2913500	72.7	27.3	45.5	0.0	45.5	-1.0	0.0	11	23660	-2	29580	-1	-2	26918
2913530	77.8	22.2	33.3	33.3	22.2	-1.0	0.0	10	25128	26947	29149	-1	-2	27262
2913560	41.6	58.4	24.7	24.7	28.6	16.9	5.2	13	30551	33692	38531	43253	37467	36110
2913590	47.8	52.2	17.4	10.9	50.0	19.6	-1.0	15	27006	30267	33971	36305	-1	32745
2913620	44.2	55.8	39.4	37.5	10.6	10.6	-1.0	9	34567	42685	54369	60024	-1	43030
2913650	53.6	45.3	26.6	23.2	26.6	19.1	4.5	13	29505	31954	36168	41415	42461	34703
2913680	53.3	46.7	33.3	-1.0	-1.0	46.7	0.0	14	25260	-1	-1	35973	-2	31467
2913710	81.3	18.8	37.5	-1.0	37.5	12.5	-1.0	12	29850	-1	33942	36563	-1	32967
2913760	53.5	43.0	39.5	19.8	24.4	13.4	2.9	11	31784	35385	39602	44912	48272	36640
2913770	27.5	72.5	27.5	23.5	31.4	15.7	-1.0	12	30333	34158	37058	41549	-1	35334
2913800	70.0	30.0	13.3	20.0	25.0	40.0	-1.0	17	33469	39900	42498	48847	-1	43503
2913830	48.2	51.8	34.6	29.0	23.0	10.8	2.6	10	39093	45266	53750	61887	69942	47509
2914250	66.2	33.8	32.5	26.0	19.5	16.9	5.2	12	29514	31555	37237	48135	50750	35796
2914280	56.3	43.7	21.1	31.0	26.8	16.9	4.2	12	31570	34368	38292	41881	42083	36423
2914310	73.7	26.3	42.1	26.3	26.3	0.0	-1.0	9	27990	27800	32650	-2	-1	29588
2914320	62.7	37.3	23.5	27.5	23.5	23.5	-1.0	12	27720	31464	34107	34143	-1	31981
2914340	52.8	46.2	28.9	21.1	23.3	17.7	9.0	13	34578	39857	47792	54404	55345	44146
2914370	71.4	28.6	-1.0	-1.0	57.1	-1.0	0.0	15	-1	-1	29200	-1	-2	28143
2914400	47.3	52.7	23.0	24.3	31.1	18.9	-1.0	13	28347	32666	36262	41967	-1	34908
2914430	48.5	51.5	32.5	23.2	25.8	13.4	5.2	12	30752	35803	42219	49345	56084	38677
2914460	73.7	26.3	26.3	31.6	21.1	21.1	0.0	11	29387	33679	33487	36477	-2	33098
2914490	56.0	44.0	25.3	26.4	35.2	12.1	-1.0	11	29513	32903	36259	39907	-1	34181
2914520	83.3	-1.0	-1.0	-1.0	-1.0	0.0	-1.0	13	-1	-1	-1	-2	-1	26058
2914550	69.2	30.8	24.4	11.5	44.9	16.7	-1.0	13	25787	30265	35067	35873	-1	32420
2914840	51.6	45.2	22.6	22.6	37.1	16.1	-1.0	13	27021	27657	33001	39561	-1	31612
2915060	66.7	33.3	22.2	27.8	33.3	16.7	0.0	12	23474	27649	35369	36965	-2	30847
2915180	47.8	52.2	13.0	30.4	34.8	-1.0	13.0	15	24123	30243	32613	-1	36033	31347
2915210	53.8	46.2	30.8	-1.0	30.8	23.1	0.0	13	28979	-1	39090	47010	-2	37180
2915240	-1.0	-1.0	0.0	-1.0	0.0	-1.0	0.0	19	-2	-1	-2	-1	-2	32267
2915270	64.5	35.5	16.1	25.8	29.0	22.6	-1.0	15	24128	28305	31728	34817	-1	30449
2915300	76.9	23.1	42.3	19.2	30.8	-1.0	0.0	8	25211	27694	29838	-1	-2	27542
2915330	45.5	54.5	45.5	27.3	27.3	0.0	0.0	6	23140	24783	26017	-1	-1	23029
2915390	55.6	44.4	-1.0	-1.0	44.4	-1.0	0.0	12	-1	-1	30400	-1	-2	29044
2915420	49.0	49.0	31.4	27.5	21.6	17.6	-1.0	11	25389	29306	35077	38951	-1	31191
2915450	38.9	61.1	13.0	31.5	24.1	27.8	-1.0	15	27279	32431	38095	41682	-1	35891
2915480	39.8	60.1	29.1	21.3	31.4	14.8	3.4	12	33043	42619	51192	57677	59799	45329
2915510	82.4	17.6	38.2	17.6	23.5	20.6	0.0	11	26544	28693	32558	36542	-2	30397
2915600	33.5	66.1	25.1	21.3	28.5	23.0	2.1	13	30889	34504	37682	44879	49068	37193
2915630	72.7	-1.0	54.5	0.0	-1.0	27.3	0.0	11	22767	-2	-1	32473	-2	26489
2915660	76.9	23.1	46.2	-1.0	23.1	-1.0	0.0	10	26017	-1	30550	-1	-2	29074
2916140	70.6	29.4	23.5	38.2	17.6	17.6	-1.0	12	26684	27815	31888	33004	-1	29215
2916190	51.0	47.9	18.7	18.1	30.3	26.0	6.9	16	33361	38338	44473	49177	52169	43032
2916200	72.7	27.3	-1.0	-1.0	36.4	36.4	0.0	16	-1	-1	31116	31690	-2	30167
2916230	79.1	20.9	39.5	30.2	23.3	7.0	0.0	9	29085	31882	38885	43193	-2	33194
2916290	39.9	60.1	34.5	27.1	30.0	7.4	-1.0	10	43165	51927	63965	77390	-1	54632
2916350	63.9	35.9	31.3	23.3	25.7	16.6	3.1	12	30723	32755	35520	40659	41885	34429
2916380	60.6	39.4	15.2	31.8	24.2	22.7	6.1	14	26717	29711	32109	32537	35709	30844
2916400	63.8	34.9	29.3	17.9	24.8	19.7	8.3	14	31545	37330	46299	51600	52309	41917
2916450	35.0	65.0	18.8	29.4	27.9	21.3	2.5	13	34234	39456	43516	49086	54710	42049
2916470	66.7	33.3	44.4	33.3	-1.0	-1.0	0.0	8	25869	27717	-1	-1	-2	27728
2916500	58.9	39.0	17.0	17.7	36.2	19.9	9.2	15	28667	33065	37531	42898	40379	36559
2916530	73.3	26.7	40.0	-1.0	-1.0	26.7	-1.0	13	22975	-1	-1	27638	-1	25187
2916590	50.0	50.0	21.4	21.4	35.7	14.3	-1.0	14	26350	31808	34758	40563	-1	33378
2916620	100.0	0.0	71.4	-1.0	0.0	-1.0	0.0	7	25572	-1	-2	-1	-2	26190
2916660	75.0	25.0	45.0	25.0	20.0	-1.0	0.0	9	26933	31885	31800	-1	-2	30441
2916710	90.9	-1.0	45.5	31.8	13.6	-1.0	-1.0	9	26495	29214	31200	-1	-1	28593
2916740	48.1	49.7	25.4	17.1	25.4	27.6	4.4	14	26707	30270	33416	37535	45263	32834
2916770	20.6	79.4	21.0	21.9	33.7	18.1	5.4	14	41048	47763	59577	69184	74100	55629
2916830	53.3	46.7	17.5	23.3	40.0	15.8	3.3	14	29736	33010	36964	43107	43304	35960
2916860	73.7	26.3	-1.0	31.6	36.8	15.8	-1.0	14	-1	27011	30507	32145	-1	29115
2916920	72.7	27.3	21.2	15.2	39.4	24.2	0.0	13	26043	28280	29808	32650	-2	29467
2916950	31.0	65.5	24.1	17.2	24.1	34.5	0.0	14	24721	29063	29757	33075	-2	29566
2917000	57.9	42.1	31.6	15.8	28.9	23.7	0.0	12	26425	30050	34077	38828	-2	32150
2917820	48.2	51.8	21.2	23.5	30.6	19.2	5.5	14	38175	46838	59050	68041	82192	54754
2917850	58.1	36.0	24.4	15.1	44.2	14.0	-1.0	13	27817	30801	33230	36807	-1	32143
2917880	76.0	24.0	24.0	32.0	22.0	22.0	0.0	12	25761	28626	31713	36125	-2	30267
2917910	85.7	-1.0	57.1	42.9	0.0	0.0	0.0	5	22575	25483	-2	-2	-2	23821
2917970	41.5	58.5	20.8	18.9	26.4	28.3	5.7	15	29229	34084	37390	42595	45091	36981
2918220	52.6	47.4	30.3	19.7	34.2	15.8	0.0	12	30757	33533	36669	39048	-2	34637
2918240	78.3	21.7	26.7	30.0	30.0	11.7	-1.0	11	29595	33614	37277	44119	-1	35106
2918270	55.7	41.7	22.3	25.8	29.5	20.1	2.3	13	29518	33382	37632	43356	45011	36041
2918300	44.5	55.4	23.4	23.5	33.6	16.8	2.7	13	35633	42353	51045	57511	57956	46663
2918330	77.8	-1.0	33.3	-1.0	55.6	0.0	0.0	10	24547	-1	30456	-2	-2	28196
2918360	77.3	22.7	31.8	27.3	27.3	13.6	0.0	11	26025	28003	30844	32004	-2	28694
2918420	46.7	53.3	-1.0	40.0	20.0	20.0	-1.0	15	-1	28850	30917	33050	-1	30246
2918450	50.0	50.0	21.4	32.1	28.6	17.9	0.0	12	24450	26611	30063	34040	-2	28461
2918460	66.2	33.8	25.4	25.4	21.1	23.9	4.2	14	26208	31671	34292	38901	35120	32717
2918480	65.9	27.3	37.5	19.3	22.7	17.0	3.4	11	29212	34756	39613	39395	40293	34760
2918510	44.0	56.0	20.0	20.0	28.0	28.0	-1.0	15	24470	26565	29921	32884	-1	29144
2918540	37.1	62.9	37.1	24.2	22.0	13.3	3.4	11	35809	40687	50517	61573	67327	44717
2918600	67.3	32.7	14.3	28.6	36.7	18.4	-1.0	13	27004	29758	33872	39710	-1	32969
2918670	58.8	41.2	35.3	14.7	35.3	11.8	-1.0	12	26442	29880	32116	34850	-1	30188
2918690	20.4	79.6	21.8	23.6	35.4	16.2	2.9	13	36066	43435	56010	66507	69753	50797
2919080	47.6	52.4	19.0	26.2	38.1	14.3	-1.0	12	26374	30284	30678	33796	-1	30301
2919140	75.0	25.0	50.0	10.7	14.3	25.0	0.0	11	25779	28641	31875	32977	-2	28756
2919170	64.1	35.9	24.8	27.4	29.1	17.1	-1.0	12	28506	31045	34137	36993	-1	32533
2919200	58.1	41.9	45.2	29.0	12.9	12.9	0.0	9	29530	34673	34533	40668	-2	33106
2919230	57.6	42.4	42.4	30.3	24.2	-1.0	0.0	8	30357	33072	36106	-1	-2	32800
2919260	50.8	49.2	33.9	13.6	22.0	20.3	10.2	14	27541	29426	33172	37073	42679	32515
2919320	100.0	0.0	-1.0	-1.0	-1.0	0.0	0.0	8	-1	-1	-1	-2	-2	23400
2919350	60.3	37.9	25.9	37.9	17.2	13.8	5.2	11	25483	29908	35214	36592	40070	31126
2919380	90.0	-1.0	25.0	15.0	30.0	30.0	0.0	14	24060	25000	27583	31133	-2	27380
2919410	51.6	44.1	16.1	22.6	32.3	23.7	5.4	15	30185	31251	34574	35710	35962	33459
2919840	80.0	20.0	50.0	15.0	30.0	0.0	-1.0	9	24560	29167	30592	-2	-1	27538
2919890	62.2	37.8	26.7	23.3	26.7	21.1	-1.0	13	29513	34856	36504	39383	-1	34955
2919920	66.7	33.3	46.7	-1.0	20.0	-1.0	-1.0	11	23516	-1	31200	-1	-1	27454
2919950	85.7	-1.0	42.9	-1.0	-1.0	-1.0	0.0	10	21850	-1	-1	-1	-2	24371
2919980	34.1	65.9	17.1	17.1	34.1	24.4	7.3	15	25423	29788	35266	36514	35993	33008
2920010	52.7	47.3	41.9	27.0	14.9	14.9	-1.0	9	36005	43310	58257	61321	-1	45438
2920050	47.6	52.4	40.5	14.3	26.2	19.0	0.0	11	26053	29157	33951	38511	-2	30938
2920160	63.5	36.5	30.8	26.9	26.9	13.5	-1.0	10	25653	28143	30070	33129	-1	28653
2920280	40.0	60.0	-1.0	40.0	26.7	20.0	0.0	13	-1	28867	31175	34667	-2	30133
2920310	78.7	21.3	36.2	21.3	31.9	8.5	-1.0	10	27126	28367	32637	34167	-1	29923
2920340	57.1	42.9	-1.0	57.1	-1.0	0.0	0.0	9	-1	25501	-1	-2	-2	25639
2920370	81.3	18.8	18.8	31.3	18.8	25.0	-1.0	13	21467	22360	26567	28270	-1	24680
2920410	41.4	58.6	20.4	15.4	35.8	26.5	1.9	14	30160	33634	37932	42174	41137	36871
2920430	45.1	53.8	19.0	25.5	31.5	20.7	3.3	13	30922	35686	39690	42434	43671	37696
2920490	38.7	58.6	25.2	18.9	24.3	24.3	7.2	14	27507	29229	33951	38516	42843	33183
2920550	83.0	17.0	21.3	17.0	42.6	17.0	-1.0	13	29308	31500	34154	39009	-1	33733
2920610	66.8	32.8	25.2	20.2	31.1	18.1	5.5	13	31210	33761	37731	41323	41183	36124
2920640	68.4	31.6	31.6	15.8	31.6	21.1	0.0	11	25471	25958	28342	32350	-2	27903
2920670	34.8	65.2	26.1	24.4	26.6	16.9	6.1	13	33477	41114	53220	62832	64108	47400
2920700	78.0	19.5	26.8	19.5	29.3	22.0	-1.0	12	26679	29112	30616	36022	-1	30438
2920750	61.1	33.3	33.3	16.7	38.9	0.0	-1.0	13	23733	26100	31870	-2	-1	28322
2920810	49.7	43.4	22.9	18.3	32.6	21.7	4.6	14	29833	32161	34495	39547	41441	34417
2920820	75.0	25.0	43.8	25.0	18.8	-1.0	0.0	9	24821	28563	31660	-1	-2	28030
2920840	90.0	-1.0	50.0	-1.0	-1.0	-1.0	0.0	10	25849	-1	-1	-1	-2	28309
2920880	85.7	-1.0	57.1	-1.0	-1.0	0.0	-1.0	9	22150	-1	-1	-2	-1	22943
2920940	73.6	26.4	37.7	39.6	11.3	11.3	0.0	9	25104	27817	29175	32217	-2	27445
